care sort of backlight on there
you is a standard website actually
Animalia TV my name is bars
it's just a little bit noisy
it was functioned perfectly in screen
I think weighs about one point
it's about three four millimeters thick
the type keyboard is better value
I could draw with both hands.
Draw, it's a big old 21.5
that means two times the drawing
Let me tell you my hand
two pens two footlongs one dream
KAMVAS GT221-Pro ten out of ten
SD card slot and headphone connector
this would be good for somebody
it's not bad on the verticals
it washes out a little bit
you can do all these things
they're doing a couple different colors
USB to micro USB charge cable
they give you a user manual
you know again a couple seconds
so let me go home here
I'll get out of that Temple
I'm pretty much when I jump
hey it'll work for video chat
tablet so this was the irulu
the camera isn't anything special though
millimeter headphone jack and a micro
I easily got through two days
this is a tablet for you
I suspected it just flexible metal
I finally have to tap it
it doesn't have a cellular radio
this is pretty much all stock
Internet access is not terribly fast
that is the web browser next
we'll take a look at what
this supports a variety of codecs
you don't get a manual equalize
the apps let the music player
there's no accelerometer on this device
we are switched into portrait mode
I'm Lisa from mobile tech review
TV we have yet another yet
another art tablet digital art tablet
they also sent us their mascot
I just blew this off there
we've got our box of goodies
I know we see a fox
so this is a colorable model
she's got dibs on this guy
maybe they'll be your nickname anyway
this is a 16 inch unit
the performance is really good too
I had with this one again
if airplane seats were big enough
it's a very compact unit so
TV please consider supporting the channel
I don't dry my hair okay
I like that card all right
wow that's nice if you like
I'm unboxing like a kpop album
oh my god yes okay anyway
is it more in here okay
there isn't it right okay good
they just threw it in there
they were like here you go
I don't know what I'm doing
I first started drawing on here
those are the most comfortable ones
what's going on here anyway um
I choke and die right now
that could kind of be like
we unboxed a gaomon graphics tablet
it is the gaomon m106k pro
this has a really nice solid
look to it really professional looking
i love minimalism in graphic design
it's really nice to see this
it was really easy to install
it's by dragon touch right there
it's coming on right away dude
it seems like the apple devices
i just don't see any pixelation
everything about this is absolutely amazing
I thought they were absolutely great
they did certainly make me laugh
this is a 16 inch tablet
that does everything and they've used
this used eight to calibrate it
it was giving me smooth lines
it's just those couple of things
now you can see the screen
it didn't bother me too much
is this something you go for
what drawing tablet have you got
what drawing tablet would you like
this is apparently what he looked
it had good movement it clicked
I've got a mega powerful computer
I really started enjoying this pain
you could take it to university
I've got here in the studio
that's still a pretty hefty price
Facebook and the responses are slow
Bamboo tablet just a small one
forgive me on this one anyway
i was contacted to do one
tablets are easy to work with
how accurate does the pen go
what isn't really good about it
this is my new tablet now
thank you so much for watching
that is in collaboration with line
so we've got the nibs cable
we've got the big boy here
play themed items so we've got
i'm very very excited about this
i decided to try and quickly
yeah i'm really happy with it
i'm actually testing out the glove
this is a display drawing tablet
my name is Kay Michael Russell
it's the first time that's happened
I have not looked at this
it's got this cover on it
yeah and there's only one port
this is a first world problem
some pictures of this too is
three hundred sixty bucks us on
I just to be very clear
this was not a sponsored video
I'm not used to working with
okay this is a 1080p monitor
it feels a lot like the
I have no complaints about that
I accidentally bumped the eraser button
this is not a sponsored video
make sure you stop by haha
we're gonna be doing yet again
also article and instagram as well
i don't know let's find out
some extra nibs for the pen
um hopefully this works this time
it still works on the phone
let's find the way together few
HGTV for the first time indescribable
grab your pencil and sketch away
you pick it up and paint
we're going to talk about functionality
pat the wacom hums so nicely
that's what it retails at so
how would you rank these things
hey guys it's the arts here
i got this very cool box
that the drawing tablet is inside
we will have the pen holder
they there are two in case
hey I'm Chris Velasco from Engadget
all you've got is the screen
because this is a waterproof tablet
I've taken this in the shower
I haven't seen any dropped frames
that's an ip55 and ip57 client
keep your eye on this guy
sure on that on the charger
you know like gaming for instance
let's load up a game here
we'll load up asphalt 9 here
you have nothing out right there
this is a 5g tablet so
I mean if you can run
see you guys down the road
no interference know anything like that
no real issues with the connectivity
actually have the tablet self right
I got a bunch of replacement
I personally love using this now
but there you have it guys
that's my review of the way
this is a place for reviews
let's open it up first now
this came from china from books
and then we have a books
typical books cover which i believe
please put that on the factory
i would pay extra for that
i do not like book styluses
we're going to do two things
it's gonna even gonna feel more
i just don't see that's gray
let's make it a little thicker
it's ghosting when i push this
just don't do anything for me
it's it's just ghosting and i
let me go back to normal
let me refresh the whole thing
i mean it's it's it's decent
i don't think i'd use it
looks like it's going on ebay
the ghosting is not that great
obviously not a super thin tablet
this is an active digitizer pen
this pen is not a capacitive
generally speaking slots are covered here
that means you can use keyboards
Lenovo zone app shop over here
Lenovo is trying to sell this
that kind of stuff is here
so say you want to edit
are you going to toggle keyboard
Lenovo has a really cool accessory
that's playing 360p inside the browser
we have a 1080p high profile
stylus that does two different things
I'm Lisa from mobile tech review
this is hack the planet today
you're gonna find cheap plastic here
the screen of course is plastic
should you get it or not
you can't find any other deals
you shouldn't have any problem there
let's take a look at those
it's not a really well-built keyboard
so let's get this one unboxed
oh my god it's so big
thank god i appreciate that okay
let's see what we have here
22 plus is actually 21.5 inches
but it feels huge to me
i tried walking with it okay
the colors aren't as accurate anymore
i can't complain about the colors
hope you liked this little review
see you on the next video
hot rubber grip two side buttons
it feels really comfortable to hope
this is not a wireless tablet
it's really thin on the back
the big 40 is very solid
is this extra Windows Inc functionality
Pro really bang paint and creat
they don't wobble basically the lines
I expect them to the performance
another issue with photoshop is pressure
the pennant does not support sensitivity
there's no need to buy this
I hope this video is helpful
this is called the innovator 16.
they're very pressure sensitive and whatnot
please leave them in the comments
thank you so much for watching
emily leviers christopher sparky play subaki
tom david johansen storm scribbles ivan
he can take at the top
the speak is out the front
let me say go to that
he also has a boo in
model numbers p 0 to 8
thank you for watching my video
i've seen your comments your requests
kind of feels a little flimsy
it's only about nine millimeters thick
the pen itself is also interesting
wires would have to go down
it's a little hard to describe
it has a very soft grip
so is this a good buy
that does it for this review
well there's the 8.2 for you
and that means that things are
Motorola you plug something in sound
10.1 comes with an active digitizer
not a capacitive teton in fact
here's the pen from the 10.1
we'll take a look at that
and those of you who used
we have guide verses devices now
that'll check out the web browser
I'm Lisa from mobile tech review
this tablet has 11 different buttons
I generally really like this tablet
this is a budget price tablet
it does have a front camera
it shouldn't be that bad now
you have all that control there
this next one is the first
it has really good pen pressure
there's a power button on it
it's kind of a small detail
thank you so much to them
but yeah that mushy stuff aside
it's the CV 720 ug tablet
have you know they felt like
is you know a budget tablet
I'm holding a camera right now
I can't really show you that
I can't promise it'll do it
I don't know who to believe
I really appreciate you stopping by
grown-ups tablet is the wrong word
i think is really really reasonable
i had both tablets set up
this isn't free-for-all youtube on here
they've done really well with it
so it's an eight inch screen
um it fills up quite fast
they're robust they're really reasonably priced
thanks so much for watching bye
I found it for around 80
I'm gonna flip this guy over
let's see what else we've got
the screen is nice and bright
it's already included on the system
I hope you enjoyed this review
you can see the unlock button
Hodel this is the Acer Iconia
I do enjoy the front-facing speakers
so that's one the first thing
I'm not doing any hardcore gaming
there's some other options in here
who are interested in the benchmark
graphics look really good one complaint
I have about the tablet is
the camera doesn't seem very good
smaller tablet does get scaled smaller
anything like that comics magazines so
Dollar Tree in the electronics department
if you are a die-hard gamer
maybe getting into the 1080 1080
both these cameras are total garbage
I can get with moderate use
IPS screen which is very nice
it's got a nice fluid motion
I have installed you got Angry
Oh having this particular application open
I said it's amazing to me
I get I kid you not
there you go you can see
have your power button right here
yes somebody send me a message
the question is how's the experience
how did it arrive to me
you get out of the device
it's a tricky line to walk
that is it for this video
here's a link to another video
Jazza is proudly sponsored by Adobe
okay so about two weeks ago
yeah so of course you know
I didn't have to pay anything
I think it works pretty good
those are the specs on it
this might be one of them
are your stereo speakers like that
i just want to tell you
i've already had it boot up
i happen to like this one
there's nothing really special about it
that stands out it works well
it feels nice in the hand
quality is okay for a tablet
they've become innocuous and ubiquitous devices
we'll see you next time bye
it's a whole lot of fun
we're gonna unbox it first here
let's check it out alright so
which even bad lines you know
I hope you enjoyed this video
which is pre-installed with the protection
display the process of configuring tablet
you need to select the language
you're going to get out of
you can see me very clearly
Helion having one upped their game
220 220 get allies and gentleman
this video is sponsored by huion
I'm a freshman can use that
it's actually really awesome of them
they've given the coupon to 21
Yui on thank you for choosing
I don't need to wipe anything
Stan mechanism with the the plate
so let's use this lovely blanket
I don't know I just do
that doesn't need to be there
I felt in no way inhibited
the cake is amazing now what
I guess in the cake analogy
they don't send you a cake
it has a nice um quality
it feels very premium i can
photoshops are high intensive drying programs
what do you like about eyes
i found out what it's called
no it smells like wet paint
i think it might be here
I mean remove all the items
let's start with the cables first
the grip feels good to hope
and there are four replacement tips
there is this cloth pen holder
I have no issues with Photoshop
works here as well very nicely
Krita pressure works here very nicely
I have tested especially in Photoshop
I'm very impressed with the box
I'm glad they give you that
actually so don't worry about that
the glove doesn't fit me perfectly
what the wheel does all this
I again a few little gripes
we might do some drawing together
I will explain in a minute
so there's no problem doing that
I'll grab my piece of paper
it's actually a big bad move
so that's the light part okay
I give it two thumbs up
iPad a really great screen resolution
bookmark featuring your hearty friend brown
that's why i started teensy season
don't do that don't do that
bookmark plus a brown pencil case
then you also have the gloves
And it's pretty light, you know?
I researched some side by side
comparisons on a basic surface level.
this is the best all-around tablet
require you to charge your pen
But now they've caught up on
This one works as well too!
Ahh look at that! That's perfect!
That's contrast between warmth and cool.
Woh! Oh my god! A smoothie!
this is the four gig model
there's a second model of this
don't waste your time you know
it's really just a gimmick so
configuration you can see it here
let me just show you this
I think it feels really good
you're really just punking the keys
I think it's McAfee Antivirus sorry
it stays quite cool even when
well it's actually not too bad
I've just turned my laptop off
nice addition on the other side
mAh battery to back it up
Wi-Fi there is the connectivity option
let's take a look at the
they're both entirely made of plastic
these tablets do idle extremely well
which was very nice to see
get what you pay for anyways
Lenovo logo and on the center
this is phenomenal device good job
let's see what we've got here
if we pop open the base
they all share the same features
it's light it's portable that means
another good thing about the tablet
which is the interest pro small
I'm gonna import that that's awesome
I can't stress that enough people
how do you charge the battery
you could have them down there
I'm putting on the tablet now
I'll see you at the cafe
category the s8 has single band
we're going to play some games
supplies 5 volts to 2 amps
so here is the tablet itself
it doesn't have any touch gestures
yeah this is looking pretty good
the picture quality is definitely decent
they're not going to be spectacular
another good thing about this tablet
it's still pretty nice and crisp
keep purchasing products to do reviews
they had the google pixel slate
it is made out of plastic
so it's a little more flimsy
gigahertz has eight cores eight threads
that can do that for you
it's nice to have the keys
uh the one thing about it
so just be forewarned in that
that's how this thing is built
it handles it all very well
multitasking seems to work a lot
let's try to open some page
but not which will irritate you
I finally got a graphic tablet
so let's just open it up
so here's how the tablet feels
that happens sometimes so yeah let's
I get really annoyed of it
I haven't touched the thing yet
this was recorded in a professional
you'll see as we unbox this
I have is with the pen
this thing is still awesome now
presenting a growing little ones video
this video is a tablet review
i will do so for today
which is this baby right here
area 8192 points of pen pressure
thank you so much for watching
gaomoon for sending this wonderful tablet
but let's see how it is
uh oh i screwed that up
we'll get you next time guys
they meant to take a look
so let's just wait for it
when he loads up he goes
inch screen you can see here
3.0 sharpness and hunt enhancement booing
it does have a screen protector
I has a feel free gig
SD memory card and you know
that's the best thing about it
and you can set these up
I'm going to say ok now
I want to know the left
that's perfect because that means now
now here's an example of something
but the background is rather scruffy
thank you very much for watching
And your welcome catalog. All right.
This is a nice wide-screen tablet.
You can see the screen size.
Let's see which one loads faster.
Matts, you can see it's cached.
Let's actually, let's come over here.
Let's do a really good photo.
There we go, camera and video.
And now for the drop test.
And it is cracked. Completely cracked.
My point being, other than that
But I'm trying to explain that
I know your time is valuable.
I know your money is valuable.
we have an 8400 minion battery
the buttons are made from metal
gigs forty-six gigs is allocated to
the battery was slightly better on
let me know in the comments
don't forget to like and subscribe
um the door access control here
and it's also running the fire
you have a MediaTek 8163 CPU
they give it a fail unique
gigs that comes with this device
I mean in terms of benchmarks
it looks pretty good from others
they have to have a password
hold on let me go back
thank you for watching my video
i'm still not perfect at it
that's my version of zooming in
there's a wider variety of brushes
it is an affordable graphic tablet
this is a pretty old tablet
you can tuck the buckle underneath
but we ain't gonna do that
we like that mini HDMI port
this is a very well specs
you don't tend to find many
i think something like that come
yes we can this android market
tends to be a bit weird
it's around the 600 megahertz processor
so that's that now let's try
sound all of sound but look
Yan Liu Yan that Chinese symbol
is this tip of the pen
they are all the same kind
this is my fifth fifth temple
you mean you know you know
I mean you could switch it
but that's just a personal thing
so yeah just a heads up
also the size of the tablet
the size is actually pretty nice
so it's not really a problem
centric tablet launched by meters and
we hope you liked this video
insured it's cheap and like tablet
touch a company to be honest
i've not really heard of before
all that means is the software
but you'll definitely notice some choppiness
it plays smoothly without any issues
it does a pretty good job
they're very dark and lack detail
let's not be around the bush
and i could have tolerated that
everything you need it to do
there is also no instruction manual
it has an amazing airplane graphic
let's break into this massive debate
answer this it's just personal preference
self-taught and graphic design self-taught photography
you is from an audio standpoint
ever to use a trackball mouse
it does not need any batteries
went back to using the keyboard
yet we settle for substandard mouse
i didn't like it at all
it's as intense as an artist
it's not an entry-level graphics tablet
and it's still dark isn't it
you're gonna shading now aren't you
yeah because you were saying to
sure can pupster do your worst
Marshall can you press chases Chuck
oh he is there oh nice
I was gonna go to London
actually we've got mini HDMI port
the quality is not very good
it doesn't take very good pictures
they're pretty much black and white
the app drawer loads pretty smoothly
it is a pretty good processor
they have a lot of apps
I did here with Google Maps
well one thing with the mini
it's not a bad budget tablet
check out the e-book reader com
but yeah like so first impressions
which is that's quite a lot
somebody on the other unboxing video
don't want your tablet sliding around
i'm happy with all little things
um the default settings were fine
download the drivers from the website
this is the 10.1 inch version
you also get three months of
we also get our user manual
non pro versions for the cpu
they're usually shipping with two gigs
both of them are really bad
Disney Plus now keep in mind
just to give you a look
Pub G is really well optimized
let's take a look at some
2019 has more power than this
Amazon fire OS which is something
Plus and Netflix ready to go
but that's it for this one
I still remember when Isaac eat
i'll show you how that works
it supports tilt on the stylus
this is not a standalone tablet
react to me using the dial
this was one of the tests
i've had and that's free now
it wasn't really necessary at all
it might be a bit different
they continue to use these diaries
here's the cool thing about it
publish all this stuff in there
you can go to the normal
SC you can just unlock it
unlock it and earn extra time
it just feels kind of weird
uh what i needed to do
um the pressure levels work great
you can do that or just
use it as a mouse personally
two great price and great quality
this guy also has two cameras
so we have the lock button
a good thing about that is
and i think that's very important
i left this on my desk
this has a ton of things
I have here an Twilight blue
unfortunately they didn't add any more
same thing with 3d mark here
this is actually the first time
I also tried the lite version
I'm gonna test here is minecraft
we'll move over to YouTube now
now if you want to install
mario 64 as you see here
expect this to go down on
I created on the fire 8
which is a really good price
I like that there you go
same quality picture quality as well
is the main boy over here
this is what it looks like
what's not so good about this
the text is really not sharp
so that's the live TV app
they're serving from their front page
which gives you full control over
so you can check it out
so that's pretty good it also
it also has storage 20 already
used up without even downloading anything
thank you for watching my video
um i don't know about selfies
those aren't as big right now
this is a $99 tablet from
now let's look at the screen
unless you go through their site
it's pretty much filled with everything
I didn't have it set up
there let's go back into it
please subscribe rate and check back
ETA prime back here again today
it's just not a well known
8 megapixel front and it's running
right hand corner you can see
comm they are a great service
there's no windows or anything here
so not all that heavy here
so here's the silicon case which
I thought the tablet was I
it's got a nice form factor
USB port also a separate power
it's still a pretty reflective screen
once you get it turned on
so let me pull it up
it's a very simplistic art program
so let's talk about some specs
the tablet will not function on
plate is made of brushed aluminium
you would find on your phone
these will not respond to touch
you want a sharp picture too
they have improved it you know
UI it's also a lot faster
Amazon has plenty of cloud services
I don't have to do that
Ridge you can feel it now
you can really feel them however
Evan you plug in the cable
we'll take a look at that
we do have parental controls here
reading books are using certain applications
Amazon goes for kind of wider
that battery is sealed inside here
it's pretty cool this time usually
Wi-Fi only is going to cost
I've side loaded all of those
and how do you do that
you can go ahead and read
I also have a Kindle paperwhite
sharp text the super-high resolution IPS
there lit up right now because
yeah they know about a shortcut
the whole nine yards looking great
and who is this device for
I'm Lisa from mobile tech review
this pen is exactly the same
you know like put this here
look how long this cable is
looks like a very sturdy construction
this is just how it is
god bless and stay fantastic everyone
it has a ten inch 1080p
5.0 it has a 5 gigahertz
so here is the tablet itself
it doesn't feel like it's cheap
so here is the tablet itself
there are our dual stereo speakers
one over here one over here
it's really not bad at all
see the tablet in brighter environments
It Yourself depending on your situation
the tablet also isn't super thick
it's really not that much thicker
I want to buy the tablet
we make out what that says
we are on a web page
the video is definitely pretty sharp
the battery lasts quite some time
nobody wants to see that anyhow
HVAC unit here and your switches
I don't know what that is
let's go through the features here
those can bus information is static
wait for it by the way
don't consult any gun to console
anyway guys you're getting the idea
I mean would you use it
were also your impression of it
that's how the product that came
the significance signature like tablet area
I'm going to show you later
thanks anatomy captain or med school
I was looking forward to this
extension cables a nice addition glove
unfortunately didn't really paid out too
I'll see you guys next time
it's pretty compact in the box
so it comes quite unique box
I'm a couple of other things
it's not really a huge drawback
I'm going to do is this
we also showed you the accessories
it has a one gigabyte ddr3
let's see if it has video
doesn't like there's a music player
Prime inside our YouTube video description
and we'll see you next time
this is a great color one
part is a very slow tablet
I love faster for affordable prices
this is a little very slow
yes it's Bowen Android M 7.1
and muga with a 7 inch
I wouldn't say is excellent okay
I wouldn't really recommend this tablet
thank you for watching my video
I'm looking at the yuan ten
the current price is around 90
I have some crazy drawing skills
XP pin pretty interesting uh uh
now we're gonna show it off
now give me one moment while
the pen does not need charging
you have to torch the pin
no it does not all right
I know I can okay here
I need to see all that
I think these are seven later
I think there might be some
it comes with yeah comes at
yo welcome back to the channel
he's absolutely awesome in clan boss
and that's always good to have
well let's get into the video
not like in the other vlog
i'm still in shock right now
this actually came two days ago
we live in a simple life
we stopped by at the restaurant
i actually stopped by the restaurant
they are actually looking for me
i don't know how to read
maybe you want to silence that
it's going to silence the notification
another thing you can do on
so what i did was downloaded
is these the this gestures option
another thing that's cool is multitasking
hold the youtube with your finger
you're going to get split screen
just pay the extra for 50
it's going to be password protected
is the indicator light for notifications
we have a little user manual
unfortunately they're both at the bottom
the screen does look really good
i mean you're recording in 480p
well i mean for the price
Christmas is coming one of these
so hopefully you can read this
the screen is a hot rod.
You can navigate using Samsung style
Until next time, thanks for watching
they cut back to save money
and because it's running fire os
that's why it's perfect for them
this tablet is perfect for them
i mean it's perfect for that
this tablet is perfect for that
I offer to you take last
Kanna tablet this chip very reliable
it comes with the massive 10.1
of course all year at lazada
that was down to around 225
viewing angles and good thoughts responsiveness
sims are not common with tablets
and videos there are better options
oh my um it's so big
really be able to edit videos
to get your tablet's attention alexa
what's the weather currently in olympia
who has a really big sword
I think is a complete bargain
it's more of an exhibition style
inch is the nova 3 color
the charging port a full sized
I've just received my tech lusty
this is a flagship tablet brand-new
so just ready to go now
it's the clarity of the screen
that is it really is remarkable
any budget tablet phenomenal phenomenal sharp
it's nearly completed downloading of great
now take we are so now
we're updated to the latest version
it's back on works exceptionally well
you all know what they're like
the front-facing camera is just amazing
being a large 10 inch tablet
I do digital art and animation
no amount of crazy shipping shenanigans
I'm not going to forget this
Wacom tablet just to show you
that's one of the big changes
eight thousand one hundred and ninety-six
we could do the back button
Photoshop we hit that back button
of course we can hit that
so what else we got here
and you can see you know
we've got photoshop shortcuts panel shortcuts
zoom cycle layers brush size rotate
I like the way it works
I like the way it feels
I recommend it put that about
there's no delay and weres fantastic
thanks for watching until next time
I'll see you at the cafe
I would like to mention that
this is not a sponsored review
they don't sell the artists anymore
Ferentz this is your warranty policy
got me about thirty pounds off
7s not having an audio jack
this is a 10 inch tablet
Windows fully within 10 seconds so
I hope you enjoyed the video
actually the screen's not too bad
that was the the big ones
here's how to do the power
so that's that's where that goes
we're this is running android pie
that's from what i can tell
i i never go to debt
it's it is what it is
it's not gonna replace the ipads
um it's not a bad display
you know we've talked about it
it's got the mobility edge strategy
that will help you do that
this is actually a wireless tablet
the build quality is quite solid
there are six physical shortcut buttons
let's take out the USB receiver
I have already installed the driver
it seems that drawing at 100%
I get a slight jito now
I like to use zoom in
so it's not really a problem
I seldom draw at 100% zoom
pressure does not work by default
the build quality is quite good
so that's all for today's review
Oh today is a special day
look two videos in one week
it's time for a new one
I'm not used to the single
okay wonder what it could be
I cannot wait to open this
I feel like tape or something
that's like keeping this together that
oh no it's got a smelter
there's a tiny globe all right
oh but it's spandex it stretches
I am a professional artist now
I have I have a glove
they even pack candy in here
flimsy feels a little bit light
let's start drawing voiceover time awesome
okay first off a little background
this is probably going super fast
this is my first display that
I'm drawing on so I don't
it was very easy to do
I've been doing all these years
so it's already quite a bit
I'm gonna get back in first
and it's very easy to install
just watch how i do you
I was sent this by Vaughn
I want to see too often
I review here on the channel
I do actually read the comments
so here's the pros and cons
this tablet is very thin which
what's really nice about it is
a big shout out to van
you will find the power button
also the tablet has 2 cameras
it has a front facing camera
let's check out some gameplay now
I've been playing a little bit
I know a lot of us
this video is sponsored by galman
